dataset,filename,relative_path,gender,celeb_name,celeb_id,photo_taken,dob,status,error_message,area_face,area_nose,area_mouth,area_l_eye,area_r_eye,area_hair,face_area,nose_area,mouth_area,l_eye_area,r_eye_area,hair_area,face_score,nose_score,mouth_score,l_eye_score,r_eye_score,hair_score,face_vs_nose,face_vs_mouth,face_vs_l_eye,face_vs_r_eye,face_vs_hair,nose_vs_face,nose_vs_mouth,nose_vs_l_eye,nose_vs_r_eye,nose_vs_hair,mouth_vs_face,mouth_vs_nose,mouth_vs_l_eye,mouth_vs_r_eye,mouth_vs_hair,l_eye_vs_face,l_eye_vs_nose,l_eye_vs_mouth,l_eye_vs_r_eye,l_eye_vs_hair,r_eye_vs_face,r_eye_vs_nose,r_eye_vs_mouth,r_eye_vs_l_eye,r_eye_vs_hair,hair_vs_face,hair_vs_nose,hair_vs_mouth,hair_vs_l_eye,hair_vs_r_eye,eyes_total_area,eyes_total_vs_face,eye_asymmetry,segmentation_warnings,metadata_face_score,metadata_second_face_score,image_path
imdb,nm1634944_rm1199342848_1979-5-11_2010.jpg,44/nm1634944_rm1199342848_1979-5-11_2010.jpg,Female,Mary Elizabeth Ellis,12956,2010,722946.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.188665287271942,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/44/nm1634944_rm1199342848_1979-5-11_2010.jpg
imdb,nm0002546_rm3555956992_1979-2-13_2006.jpg,46/nm0002546_rm3555956992_1979-2-13_2006.jpg,Female,Mena Suvari,13399,2006,722859.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5104638617011932,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/46/nm0002546_rm3555956992_1979-2-13_2006.jpg
imdb,nm0221046_rm2038428160_1980-1-17_2011.jpg,46/nm0221046_rm2038428160_1980-1-17_2011.jpg,Female,Zooey Deschanel,20250,2011,723197.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1574366037167856,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/46/nm0221046_rm2038428160_1980-1-17_2011.jpg
imdb,nm0221046_rm2707930368_1980-1-17_2011.jpg,46/nm0221046_rm2707930368_1980-1-17_2011.jpg,Female,Zooey Deschanel,20250,2011,723197.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.846618871621498,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/46/nm0221046_rm2707930368_1980-1-17_2011.jpg
imdb,nm0221046_rm3795175936_1980-1-17_2011.jpg,46/nm0221046_rm3795175936_1980-1-17_2011.jpg,Female,Zooey Deschanel,20250,2011,723197.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8446569214425637,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/46/nm0221046_rm3795175936_1980-1-17_2011.jpg
imdb,nm0221046_rm514889984_1980-1-17_2001.jpg,46/nm0221046_rm514889984_1980-1-17_2001.jpg,Female,Zooey Deschanel,20250,2001,723197.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9304063557618578,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/46/nm0221046_rm514889984_1980-1-17_2001.jpg
imdb,nm0001147_rm1211928064_1971-4-12_1995.jpg,47/nm0001147_rm1211928064_1971-4-12_1995.jpg,Female,Shannen Doherty,17581,1995,719995.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9266260939549933,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/47/nm0001147_rm1211928064_1971-4-12_1995.jpg
imdb,nm0001347_rm1946795264_1948-2-5_2011.jpg,47/nm0001347_rm1946795264_1948-2-5_2011.jpg,Female,Barbara Hershey,1705,2011,711528.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5417857714715626,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/47/nm0001347_rm1946795264_1948-2-5_2011.jpg
imdb,nm2886648_rm1810804224_1982-11-26_2012.jpg,48/nm2886648_rm1810804224_1982-11-26_2012.jpg,Female,Jessica Camacho,9045,2012,724241.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3; eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7863186185329638,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/48/nm2886648_rm1810804224_1982-11-26_2012.jpg
imdb,nm0001551_rm2364388864_1974-6-1_2011.jpg,51/nm0001551_rm2364388864_1974-6-1_2011.jpg,Female,Alanis Morissette,377,2011,721141.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3; eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5438162416398047,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/51/nm0001551_rm2364388864_1974-6-1_2011.jpg
imdb,nm0004851_rm3799422464_1974-4-28_2008.jpg,51/nm0004851_rm3799422464_1974-4-28_2008.jpg,Female,Penélope Cruz,15291,2008,721107.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9278093669349374,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/51/nm0004851_rm3799422464_1974-4-28_2008.jpg
imdb,nm0005251_rm3474163456_1967-8-21_2003.jpg,51/nm0005251_rm3474163456_1967-8-21_2003.jpg,Female,Carrie-Anne Moss,3033,2003,718665.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2281106181748362,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/51/nm0005251_rm3474163456_1967-8-21_2003.jpg
imdb,nm0584951_rm3805316864_1986-8-29_1975.jpg,51/nm0584951_rm3805316864_1986-8-29_1975.jpg,Female,Lea Michele,11601,1975,725613.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.165978294858872,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/51/nm0584951_rm3805316864_1986-8-29_1975.jpg
imdb,nm2554052_rm3754268672_1989-12-22_2002.jpg,52/nm2554052_rm3754268672_1989-12-22_2002.jpg,Female,Jordin Sparks,9986,2002,726824.0,invalid,ValueError: hair: nenhuma máscara retornada pelo SAM 3; eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72773767045111,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/52/nm2554052_rm3754268672_1989-12-22_2002.jpg
imdb,nm0005253_rm635741952_1982-7-24_2007.jpg,53/nm0005253_rm635741952_1982-7-24_2007.jpg,Female,Elisabeth Moss,5685,2007,724116.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125899779409227,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/53/nm0005253_rm635741952_1982-7-24_2007.jpg
imdb,nm0521753_rm3561526272_1964-7-28_2008.jpg,53/nm0521753_rm3561526272_1964-7-28_2008.jpg,Female,Lori Loughlin,12086,2008,717546.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3; eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.30485349757595,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/53/nm0521753_rm3561526272_1964-7-28_2008.jpg
imdb,nm2193754_rm4205936640_1983-3-8_2010.jpg,54/nm2193754_rm4205936640_1983-3-8_2010.jpg,Female,Jessica Collins,9049,2010,724343.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.544927390580813,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/54/nm2193754_rm4205936640_1983-3-8_2010.jpg
imdb,nm2572554_rm3663386880_1998-4-6_2012.jpg,54/nm2572554_rm3663386880_1998-4-6_2012.jpg,Female,Peyton List,15454,2012,729851.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8647432851322,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/54/nm2572554_rm3663386880_1998-4-6_2012.jpg
imdb,nm3730556_rm2571076352_1984-9-16_2003.jpg,56/nm3730556_rm2571076352_1984-9-16_2003.jpg,Female,Ali Fedotowsky,584,2003,724901.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0450055005053724,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/56/nm3730556_rm2571076352_1984-9-16_2003.jpg
imdb,nm4464857_rm931514624_1987-9-11_2013.jpg,57/nm4464857_rm931514624_1987-9-11_2013.jpg,Female,Elizabeth Henstridge,5722,2013,725991.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6393113532286083,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/57/nm4464857_rm931514624_1987-9-11_2013.jpg
imdb,nm0004960_rm3742078976_1975-1-29_1999.jpg,60/nm0004960_rm3742078976_1975-1-29_1999.jpg,Female,Sara Gilbert,17172,1999,721383.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.196574402733978,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/60/nm0004960_rm3742078976_1975-1-29_1999.jpg
imdb,nm0424060_rm1461826560_1984-11-22_2012.jpg,60/nm0424060_rm1461826560_1984-11-22_2012.jpg,Female,Scarlett Johansson,17292,2012,724968.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9705441428142447,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/60/nm0424060_rm1461826560_1984-11-22_2012.jpg
imdb,nm0424060_rm523943168_1984-11-22_2012.jpg,60/nm0424060_rm523943168_1984-11-22_2012.jpg,Female,Scarlett Johansson,17292,2012,724968.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.630366633927764,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/60/nm0424060_rm523943168_1984-11-22_2012.jpg
imdb,nm2731660_rm3682068992_1981-12-29_2015.jpg,60/nm2731660_rm3682068992_1981-12-29_2015.jpg,Female,Charlotte Riley,3319,2015,723909.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7987899589079537,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/60/nm2731660_rm3682068992_1981-12-29_2015.jpg
imdb,nm0000161_rm3628239360_1966-9-2_2006.jpg,61/nm0000161_rm3628239360_1966-9-2_2006.jpg,Female,Salma Hayek,17014,2006,718312.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3; eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6514320676190124,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/61/nm0000161_rm3628239360_1966-9-2_2006.jpg
imdb,nm0005261_rm2424802560_1977-11-10_2003.jpg,61/nm0005261_rm2424802560_1977-11-10_2003.jpg,Female,Brittany Murphy,2605,2003,722399.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9108389935930477,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/61/nm0005261_rm2424802560_1977-11-10_2003.jpg
imdb,nm0018161_rm1519105024_1983-3-7_2012.jpg,61/nm0018161_rm1519105024_1983-3-7_2012.jpg,Female,Raquel Alessi,15810,2012,724342.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4668327003197126,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/61/nm0018161_rm1519105024_1983-3-7_2012.jpg
imdb,nm0092961_rm1869715712_1991-2-28_2002.jpg,61/nm0092961_rm1869715712_1991-2-28_2002.jpg,Female,Sarah Bolger,17189,2002,727257.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.447354604077034,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/61/nm0092961_rm1869715712_1991-2-28_2002.jpg
imdb,nm0593961_rm4035837184_1976-8-9_2015.jpg,61/nm0593961_rm4035837184_1976-8-9_2015.jpg,Female,Rhona Mitra,16005,2015,721941.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3397257969602308,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/61/nm0593961_rm4035837184_1976-8-9_2015.jpg
imdb,nm0861361_rm2218507776_1969-11-20_2011.jpg,61/nm0861361_rm2218507776_1969-11-20_2011.jpg,Female,Callie Thorne,2813,2011,719487.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7775631980191653,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/61/nm0861361_rm2218507776_1969-11-20_2011.jpg
imdb,nm0239764_rm3806894336_1976-12-12_1999.jpg,64/nm0239764_rm3806894336_1976-12-12_1999.jpg,Female,Caroline Ducey,3000,1999,722066.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5248658312119876,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/64/nm0239764_rm3806894336_1976-12-12_1999.jpg
imdb,nm1667364_rm2357198592_1989-12-18_2010.jpg,64/nm1667364_rm2357198592_1989-12-18_2010.jpg,Female,Ashley Benson,1527,2010,726820.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4182776860034956,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/64/nm1667364_rm2357198592_1989-12-18_2010.jpg
imdb,nm0216466_rm2482226688_1958-5-23_2014.jpg,66/nm0216466_rm2482226688_1958-5-23_2014.jpg,Female,Lea DeLaria,11600,2014,715288.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3270877670177357,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/66/nm0216466_rm2482226688_1958-5-23_2014.jpg
imdb,nm0683467_rm2887489536_1985-11-27_2001.jpg,67/nm0683467_rm2887489536_1985-11-27_2001.jpg,Female,Alison Pill,647,2001,725338.0,invalid,ValueError: regiões essenciais ausentes após limpeza: ['l_eye'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5429888755623113,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/67/nm0683467_rm2887489536_1985-11-27_2001.jpg
imdb,nm0000569_rm3656420608_1972-9-27_2010.jpg,69/nm0000569_rm3656420608_1972-9-27_2010.jpg,Female,Gwyneth Paltrow,7248,2010,720529.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2135878630049812,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/69/nm0000569_rm3656420608_1972-9-27_2010.jpg
imdb,nm0257969_rm4100183808_1975-9-22_2014.jpg,69/nm0257969_rm4100183808_1975-9-22_2014.jpg,Female,Mireille Enos,14005,2014,721619.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.268495675533498,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/69/nm0257969_rm4100183808_1975-9-22_2014.jpg
imdb,nm0651769_rm1934595840_1952-10-9_2006.jpg,69/nm0651769_rm1934595840_1952-10-9_2006.jpg,Female,Sharon Osbourne,17622,2006,713236.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3; eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5731417448688205,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/69/nm0651769_rm1934595840_1952-10-9_2006.jpg
imdb,nm0000870_rm161135104_1948-6-28_2011.jpg,70/nm0000870_rm161135104_1948-6-28_2011.jpg,Female,Kathy Bates,10655,2011,711672.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5741189859442744,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/70/nm0000870_rm161135104_1948-6-28_2011.jpg
imdb,nm0842770_rm2631832576_1960-11-5_2008.jpg,70/nm0842770_rm2631832576_1960-11-5_2008.jpg,Female,Tilda Swinton,18897,2008,716185.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3880290113503575,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/70/nm0842770_rm2631832576_1960-11-5_2008.jpg
imdb,nm0000572_rm969967616_1965-3-25_2008.jpg,72/nm0000572_rm969967616_1965-3-25_2008.jpg,Female,Sarah Jessica Parker,17212,2008,717786.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6267233354502326,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/72/nm0000572_rm969967616_1965-3-25_2008.jpg
imdb,nm0702572_rm2452653312_1979-5-22_2010.jpg,72/nm0702572_rm2452653312_1979-5-22_2010.jpg,Female,Maggie Q,12387,2010,722957.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3; eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6626144778824032,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/72/nm0702572_rm2452653312_1979-5-22_2010.jpg
imdb,nm0000173_rm735746304_1967-6-20_2005.jpg,73/nm0000173_rm735746304_1967-6-20_2005.jpg,Female,Nicole Kidman,14588,2005,718603.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1246947219190435,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/73/nm0000173_rm735746304_1967-6-20_2005.jpg
imdb,nm0001073_rm1287751424_1964-6-15_2009.jpg,73/nm0001073_rm1287751424_1964-6-15_2009.jpg,Female,Courteney Cox,4036,2009,717503.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.209853294711741,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/73/nm0001073_rm1287751424_1964-6-15_2009.jpg
imdb,nm0001473_rm3302201600_1964-2-5_2003.jpg,73/nm0001473_rm3302201600_1964-2-5_2003.jpg,Female,Laura Linney,11490,2003,717372.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8257308542637287,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/73/nm0001473_rm3302201600_1964-2-5_2003.jpg
imdb,nm0303073_rm887084288_1982-8-19_2013.jpg,73/nm0303073_rm887084288_1982-8-19_2013.jpg,Female,Melissa Fumero,13355,2013,724142.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2313893174800743,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/73/nm0303073_rm887084288_1982-8-19_2013.jpg
imdb,nm0001575_rm1312410624_1963-11-5_1973.jpg,75/nm0001575_rm1312410624_1963-11-5_1973.jpg,Female,Tatum O'Neal,18631,1973,717280.0,invalid,ValueError: hair: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7216345347227617,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/75/nm0001575_rm1312410624_1963-11-5_1973.jpg
imdb,nm0005275_rm2092204288_1979-2-11_2005.jpg,75/nm0005275_rm2092204288_1979-2-11_2005.jpg,Female,Brandy Norwood,2399,2005,722857.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3; eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2752085376458187,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/75/nm0005275_rm2092204288_1979-2-11_2005.jpg
imdb,nm0731075_rm3254369792_1991-2-10_2011.jpg,75/nm0731075_rm3254369792_1991-2-10_2011.jpg,Female,Emma Roberts,5891,2011,727239.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.840474702623604,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/75/nm0731075_rm3254369792_1991-2-10_2011.jpg
imdb,nm0000376_rm1858050048_1957-9-30_1999.jpg,76/nm0000376_rm1858050048_1957-9-30_1999.jpg,Female,Fran Drescher,6366,1999,715053.0,invalid,ValueError: regiões essenciais ausentes após limpeza: ['l_eye'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3719159068119966,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/76/nm0000376_rm1858050048_1957-9-30_1999.jpg
imdb,nm0372176_rm1432656128_1973-10-3_2008.jpg,76/nm0372176_rm1432656128_1973-10-3_2008.jpg,Female,Lena Headey,11686,2008,720900.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.239233977358106,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/76/nm0372176_rm1432656128_1973-10-3_2008.jpg
imdb,nm4487976_rm943106048_1995-1-4_2012.jpg,76/nm4487976_rm943106048_1995-1-4_2012.jpg,Female,Maddie Hasson,12337,2012,728663.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3; eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.665331341882567,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/76/nm4487976_rm943106048_1995-1-4_2012.jpg
imdb,nm1102577_rm2546387200_1998-4-9_2014.jpg,77/nm1102577_rm2546387200_1998-4-9_2014.jpg,Female,Elle Fanning,5754,2014,729854.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7191821373581344,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/77/nm1102577_rm2546387200_1998-4-9_2014.jpg
imdb,nm2857778_rm2068564224_1985-10-29_2014.jpg,78/nm2857778_rm2068564224_1985-10-29_2014.jpg,Female,Janet Montgomery,8435,2014,725309.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.915449488839952,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/78/nm2857778_rm2068564224_1985-10-29_2014.jpg
imdb,nm1851981_rm276214784_1980-6-23_2007.jpg,81/nm1851981_rm276214784_1980-6-23_2007.jpg,Female,Melissa Rauch,13373,2007,723355.0,invalid,ValueError: mouth: nenhuma máscara retornada pelo SAM 3; eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1708861352415347,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/81/nm1851981_rm276214784_1980-6-23_2007.jpg
imdb,nm1851981_rm3514736640_1980-6-23_2007.jpg,81/nm1851981_rm3514736640_1980-6-23_2007.jpg,Female,Melissa Rauch,13373,2007,723355.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.592608296481993,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/81/nm1851981_rm3514736640_1980-6-23_2007.jpg
imdb,nm0004284_rm3782576896_1951-1-31_2006.jpg,84/nm0004284_rm3782576896_1951-1-31_2006.jpg,Female,Cristine Rose,4104,2006,712619.0,invalid,ValueError: eyes: não foi possível encontrar duas máscaras distintas de olhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.928766029413169,,/workspace/datasets/imdb_wiki/extracted/imdb_crop/84/nm0004284_rm3782576896_1951-1-31_2006.jpg
